scenario_id,linked_requirement_id,canonical_requirement_ids,priority,area,scenario_type,title,topology,environment,expected_result,failure_criteria,required_evidence,work_package_id,execution_phase_id,_part
CPF-SC-027908,CPF-FR-017393,OPS-CONFIG,P0,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017393] Cache Evict·Refresh·Reconcile / TARGET_SELECTOR 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Cache Evict·Refresh·Reconcile의 대상 선택가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027909,CPF-FR-017394,OPS-CONFIG,P0,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017394] Cache Evict·Refresh·Reconcile / IMPACT_PREVIEW 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Cache Evict·Refresh·Reconcile의 영향 Preview가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027910,CPF-FR-017395,OPS-CONFIG,P0,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017395] Cache Evict·Refresh·Reconcile / REASON_APPROVAL 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Cache Evict·Refresh·Reconcile의 사유·승인가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027911,CPF-FR-017396,OPS-CONFIG,P0,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017396] Cache Evict·Refresh·Reconcile / IDEMPOTENCY 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Cache Evict·Refresh·Reconcile의 Command 멱등가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027912,CPF-FR-017397,OPS-CONFIG,P0,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017397] Cache Evict·Refresh·Reconcile / ASYNC_STATE 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Cache Evict·Refresh·Reconcile의 비동기 상태가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027913,CPF-FR-017398,OPS-CONFIG,P0,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017398] Cache Evict·Refresh·Reconcile / UNKNOWN_RECOVERY 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Cache Evict·Refresh·Reconcile의 UNKNOWN 복구가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027914,CPF-FR-017399,OPS-CONFIG,P0,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017399] Cache Evict·Refresh·Reconcile / CANCEL_RETRY 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Cache Evict·Refresh·Reconcile의 취소·재시도가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027915,CPF-FR-017400,OPS-CONFIG,P0,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017400] Cache Evict·Refresh·Reconcile / RESULT_AUDIT 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Cache Evict·Refresh·Reconcile의 결과·감사가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027916,CPF-FR-017402,OPS-CONFIG,P1,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017402] Runtime Config Catalog / QUERY_INPUT 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Runtime Config Catalog의 검색조건가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027917,CPF-FR-017403,OPS-CONFIG,P1,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017403] Runtime Config Catalog / SERVER_PAGING 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Runtime Config Catalog의 Server Paging가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027918,CPF-FR-017404,OPS-CONFIG,P1,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017404] Runtime Config Catalog / LIST_COLUMNS 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Runtime Config Catalog의 목록 Column가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027919,CPF-FR-017405,OPS-CONFIG,P1,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017405] Runtime Config Catalog / DETAIL 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Runtime Config Catalog의 상세가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027920,CPF-FR-017406,OPS-CONFIG,P1,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017406] Runtime Config Catalog / STATE_UX 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Runtime Config Catalog의 상태 UX가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027921,CPF-FR-017407,OPS-CONFIG,P0,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017407] Runtime Config Catalog / PERMISSION 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Runtime Config Catalog의 권한가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027922,CPF-FR-017408,OPS-CONFIG,P0,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017408] Runtime Config Catalog / MASKING 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Runtime Config Catalog의 PII·Secret가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027923,CPF-FR-017409,OPS-CONFIG,P0,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017409] Runtime Config Catalog / AUDIT_HISTORY 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Runtime Config Catalog의 Audit·History가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027924,CPF-FR-017410,OPS-CONFIG,P1,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017410] Runtime Config Catalog / DEEP_LINK 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Runtime Config Catalog의 Deep Link가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027925,CPF-FR-017411,OPS-CONFIG,P1,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017411] Runtime Config Catalog / ACCESSIBILITY 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Runtime Config Catalog의 접근성가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
CPF-SC-027926,CPF-FR-017412,OPS-CONFIG,P1,ADM_UI,DIRECT_VERIFICATION,[CPF-FR-017412] Runtime Config Catalog / PERFORMANCE 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Runtime Config Catalog의 성능가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_005_CPF-SC-024986__CPF-SC-030164.csv
