Rank,Review_ID,Priority,Area,Review Point,Acceptance Criteria,Minimum Evidence,User Mandatory,Status,Notes,basis_sha,evidence_id
975,CPF-RV-0975,P0,Operations/Release,P0/P1 open 시 release block 강제 — Runtime·Evidence·회귀를 검증한다.,P0/P1 open 시 release block 강제: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,미검증,Acceptance가 live runtime/fault/multi-instance/build/DB/browser 증명을 요구하나 현재 QA 환경에서 실행 불가 또는 Product runtime evidence 없음. PASS 승격 금지.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0975
976,CPF-RV-0976,P1,Supply Chain/OSS,Direct/Transitive license 검증 — 구현·Ownership·Consumer를 검증한다.,Direct/Transitive license 검증: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0976
977,CPF-RV-0977,P1,Supply Chain/OSS,Direct/Transitive license 검증 — 정상·경계 동작를 검증한다.,Direct/Transitive license 검증: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0977
978,CPF-RV-0978,P1,Supply Chain/OSS,Direct/Transitive license 검증 — 실패·부분실패·UNKNOWN를 검증한다.,Direct/Transitive license 검증: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0978
979,CPF-RV-0979,P1,Supply Chain/OSS,Direct/Transitive license 검증 — 동시성·다중인스턴스·보안를 검증한다.,"Direct/Transitive license 검증: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0979
980,CPF-RV-0980,P1,Supply Chain/OSS,Direct/Transitive license 검증 — Runtime·Evidence·회귀를 검증한다.,Direct/Transitive license 검증: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0980
981,CPF-RV-0981,P1,Supply Chain/OSS,Known CVE와 suppression 만료관리 — 구현·Ownership·Consumer를 검증한다.,Known CVE와 suppression 만료관리: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0981
982,CPF-RV-0982,P1,Supply Chain/OSS,Known CVE와 suppression 만료관리 — 정상·경계 동작를 검증한다.,Known CVE와 suppression 만료관리: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0982
983,CPF-RV-0983,P1,Supply Chain/OSS,Known CVE와 suppression 만료관리 — 실패·부분실패·UNKNOWN를 검증한다.,Known CVE와 suppression 만료관리: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0983
984,CPF-RV-0984,P1,Supply Chain/OSS,Known CVE와 suppression 만료관리 — 동시성·다중인스턴스·보안를 검증한다.,"Known CVE와 suppression 만료관리: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0984
985,CPF-RV-0985,P1,Supply Chain/OSS,Known CVE와 suppression 만료관리 — Runtime·Evidence·회귀를 검증한다.,Known CVE와 suppression 만료관리: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0985
986,CPF-RV-0986,P1,Supply Chain/OSS,SBOM이 실제 package와 일치 — 구현·Ownership·Consumer를 검증한다.,SBOM이 실제 package와 일치: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0986
987,CPF-RV-0987,P1,Supply Chain/OSS,SBOM이 실제 package와 일치 — 정상·경계 동작를 검증한다.,SBOM이 실제 package와 일치: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0987
988,CPF-RV-0988,P1,Supply Chain/OSS,SBOM이 실제 package와 일치 — 실패·부분실패·UNKNOWN를 검증한다.,SBOM이 실제 package와 일치: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0988
989,CPF-RV-0989,P1,Supply Chain/OSS,SBOM이 실제 package와 일치 — 동시성·다중인스턴스·보안를 검증한다.,"SBOM이 실제 package와 일치: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0989
990,CPF-RV-0990,P1,Supply Chain/OSS,SBOM이 실제 package와 일치 — Runtime·Evidence·회귀를 검증한다.,SBOM이 실제 package와 일치: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0990
991,CPF-RV-0991,P1,Supply Chain/OSS,dependency repository/provenance 신뢰 — 구현·Ownership·Consumer를 검증한다.,dependency repository/provenance 신뢰: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0991
992,CPF-RV-0992,P1,Supply Chain/OSS,dependency repository/provenance 신뢰 — 정상·경계 동작를 검증한다.,dependency repository/provenance 신뢰: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0992
993,CPF-RV-0993,P1,Supply Chain/OSS,dependency repository/provenance 신뢰 — 실패·부분실패·UNKNOWN를 검증한다.,dependency repository/provenance 신뢰: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0993
994,CPF-RV-0994,P1,Supply Chain/OSS,dependency repository/provenance 신뢰 — 동시성·다중인스턴스·보안를 검증한다.,"dependency repository/provenance 신뢰: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0994
995,CPF-RV-0995,P1,Supply Chain/OSS,dependency repository/provenance 신뢰 — Runtime·Evidence·회귀를 검증한다.,dependency repository/provenance 신뢰: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0995
996,CPF-RV-0996,P1,Supply Chain/OSS,snapshot/dynamic version 및 dependency confusion 방지 — 구현·Ownership·Consumer를 검증한다.,snapshot/dynamic version 및 dependency confusion 방지: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0996
997,CPF-RV-0997,P1,Supply Chain/OSS,snapshot/dynamic version 및 dependency confusion 방지 — 정상·경계 동작를 검증한다.,snapshot/dynamic version 및 dependency confusion 방지: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0997
998,CPF-RV-0998,P1,Supply Chain/OSS,snapshot/dynamic version 및 dependency confusion 방지 — 실패·부분실패·UNKNOWN를 검증한다.,snapshot/dynamic version 및 dependency confusion 방지: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0998
999,CPF-RV-0999,P1,Supply Chain/OSS,snapshot/dynamic version 및 dependency confusion 방지 — 동시성·다중인스턴스·보안를 검증한다.,"snapshot/dynamic version 및 dependency confusion 방지: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0999
1000,CPF-RV-1000,P1,Supply Chain/OSS,snapshot/dynamic version 및 dependency confusion 방지 — Runtime·Evidence·회귀를 검증한다.,snapshot/dynamic version 및 dependency confusion 방지: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-1000
