rank,review_id,priority,area,review_point,acceptance_criteria,minimum_evidence,user_mandatory,qa_a_status,qa_b_status,central_status,developer_rework_status,last_verified_sha,notes
903,CPF-RV-0903,P1,Code Quality/Javadoc,한글 중심 class/interface Javadoc 품질 — 실패·부분실패·UNKNOWN를 검증한다.,한글 중심 class/interface Javadoc 품질: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0903; B=재확인 필요
904,CPF-RV-0904,P1,Code Quality/Javadoc,한글 중심 class/interface Javadoc 품질 — 동시성·다중인스턴스·보안를 검증한다.,"한글 중심 class/interface Javadoc 품질: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0904; B=재확인 필요
905,CPF-RV-0905,P1,Code Quality/Javadoc,한글 중심 class/interface Javadoc 품질 — Runtime·Evidence·회귀를 검증한다.,한글 중심 class/interface Javadoc 품질: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0905; B=미검증
906,CPF-RV-0906,P1,Code Quality/Javadoc,method param/return/throws/null 계약 — 구현·Ownership·Consumer를 검증한다.,method param/return/throws/null 계약: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,FAIL,FAIL,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0906; B=FAIL; B_FINDING=QA-B-1000-NEW-006
907,CPF-RV-0907,P1,Code Quality/Javadoc,method param/return/throws/null 계약 — 정상·경계 동작를 검증한다.,method param/return/throws/null 계약: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,FAIL,재확인 필요,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0907; B=재확인 필요
908,CPF-RV-0908,P1,Code Quality/Javadoc,method param/return/throws/null 계약 — 실패·부분실패·UNKNOWN를 검증한다.,method param/return/throws/null 계약: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,FAIL,재확인 필요,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0908; B=재확인 필요
909,CPF-RV-0909,P1,Code Quality/Javadoc,method param/return/throws/null 계약 — 동시성·다중인스턴스·보안를 검증한다.,"method param/return/throws/null 계약: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,FAIL,재확인 필요,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0909; B=재확인 필요
910,CPF-RV-0910,P1,Code Quality/Javadoc,method param/return/throws/null 계약 — Runtime·Evidence·회귀를 검증한다.,method param/return/throws/null 계약: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,FAIL,미검증,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0910; B=미검증
911,CPF-RV-0911,P1,Code Quality/Javadoc,복잡 로직 WHY 주석과 stale comment 제거 — 구현·Ownership·Consumer를 검증한다.,복잡 로직 WHY 주석과 stale comment 제거: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0911; B=재확인 필요
912,CPF-RV-0912,P1,Code Quality/Javadoc,복잡 로직 WHY 주석과 stale comment 제거 — 정상·경계 동작를 검증한다.,복잡 로직 WHY 주석과 stale comment 제거: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,FAIL,재확인 필요,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0912; B=재확인 필요
913,CPF-RV-0913,P1,Code Quality/Javadoc,복잡 로직 WHY 주석과 stale comment 제거 — 실패·부분실패·UNKNOWN를 검증한다.,복잡 로직 WHY 주석과 stale comment 제거: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0913; B=재확인 필요
914,CPF-RV-0914,P1,Code Quality/Javadoc,복잡 로직 WHY 주석과 stale comment 제거 — 동시성·다중인스턴스·보안를 검증한다.,"복잡 로직 WHY 주석과 stale comment 제거: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0914; B=재확인 필요
915,CPF-RV-0915,P1,Code Quality/Javadoc,복잡 로직 WHY 주석과 stale comment 제거 — Runtime·Evidence·회귀를 검증한다.,복잡 로직 WHY 주석과 stale comment 제거: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0915; B=미검증
916,CPF-RV-0916,P1,Code Quality/Javadoc,dead code/TODO/FIXME/HACK 제거 — 구현·Ownership·Consumer를 검증한다.,dead code/TODO/FIXME/HACK 제거: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0916; B=재확인 필요
917,CPF-RV-0917,P1,Code Quality/Javadoc,dead code/TODO/FIXME/HACK 제거 — 정상·경계 동작를 검증한다.,dead code/TODO/FIXME/HACK 제거: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,FAIL,재확인 필요,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0917; B=재확인 필요
918,CPF-RV-0918,P1,Code Quality/Javadoc,dead code/TODO/FIXME/HACK 제거 — 실패·부분실패·UNKNOWN를 검증한다.,dead code/TODO/FIXME/HACK 제거: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0918; B=재확인 필요
919,CPF-RV-0919,P1,Code Quality/Javadoc,dead code/TODO/FIXME/HACK 제거 — 동시성·다중인스턴스·보안를 검증한다.,"dead code/TODO/FIXME/HACK 제거: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0919; B=재확인 필요
920,CPF-RV-0920,P1,Code Quality/Javadoc,dead code/TODO/FIXME/HACK 제거 — Runtime·Evidence·회귀를 검증한다.,dead code/TODO/FIXME/HACK 제거: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0920; B=미검증
921,CPF-RV-0921,P1,Code Quality/Javadoc,Javadoc/compile/static analysis gate — 구현·Ownership·Consumer를 검증한다.,Javadoc/compile/static analysis gate: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0921; B=재확인 필요
922,CPF-RV-0922,P1,Code Quality/Javadoc,Javadoc/compile/static analysis gate — 정상·경계 동작를 검증한다.,Javadoc/compile/static analysis gate: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,FAIL,재확인 필요,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0922; B=재확인 필요
923,CPF-RV-0923,P1,Code Quality/Javadoc,Javadoc/compile/static analysis gate — 실패·부분실패·UNKNOWN를 검증한다.,Javadoc/compile/static analysis gate: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0923; B=재확인 필요
924,CPF-RV-0924,P1,Code Quality/Javadoc,Javadoc/compile/static analysis gate — 동시성·다중인스턴스·보안를 검증한다.,"Javadoc/compile/static analysis gate: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0924; B=재확인 필요
925,CPF-RV-0925,P1,Code Quality/Javadoc,Javadoc/compile/static analysis gate — Runtime·Evidence·회귀를 검증한다.,Javadoc/compile/static analysis gate: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0925; B=미검증
926,CPF-RV-0926,P0,Evidence/Provenance/Hygiene,Evidence exact SHA와 실행환경 provenance — 구현·Ownership·Consumer를 검증한다.,Evidence exact SHA와 실행환경 provenance: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,FAIL,FAIL,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0926; B=FAIL; B_FINDING=QA-B-1000-NEW-001
927,CPF-RV-0927,P0,Evidence/Provenance/Hygiene,Evidence exact SHA와 실행환경 provenance — 정상·경계 동작를 검증한다.,Evidence exact SHA와 실행환경 provenance: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,FAIL,FAIL,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0927; B=FAIL; B_FINDING=QA-B-1000-NEW-001
928,CPF-RV-0928,P0,Evidence/Provenance/Hygiene,Evidence exact SHA와 실행환경 provenance — 실패·부분실패·UNKNOWN를 검증한다.,Evidence exact SHA와 실행환경 provenance: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,FAIL,FAIL,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0928; B=FAIL; B_FINDING=QA-B-1000-NEW-001
929,CPF-RV-0929,P0,Evidence/Provenance/Hygiene,Evidence exact SHA와 실행환경 provenance — 동시성·다중인스턴스·보안를 검증한다.,"Evidence exact SHA와 실행환경 provenance: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,FAIL,FAIL,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0929; B=FAIL; B_FINDING=QA-B-1000-NEW-001
930,CPF-RV-0930,P0,Evidence/Provenance/Hygiene,Evidence exact SHA와 실행환경 provenance — Runtime·Evidence·회귀를 검증한다.,Evidence exact SHA와 실행환경 provenance: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,FAIL,FAIL,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0930; B=FAIL; B_FINDING=QA-B-1000-NEW-001
931,CPF-RV-0931,P0,Evidence/Provenance/Hygiene,PASS/FAIL/미검증 상태 분리 — 구현·Ownership·Consumer를 검증한다.,PASS/FAIL/미검증 상태 분리: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0931; B=재확인 필요
932,CPF-RV-0932,P0,Evidence/Provenance/Hygiene,PASS/FAIL/미검증 상태 분리 — 정상·경계 동작를 검증한다.,PASS/FAIL/미검증 상태 분리: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0932; B=재확인 필요
933,CPF-RV-0933,P0,Evidence/Provenance/Hygiene,PASS/FAIL/미검증 상태 분리 — 실패·부분실패·UNKNOWN를 검증한다.,PASS/FAIL/미검증 상태 분리: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0933; B=재확인 필요
934,CPF-RV-0934,P0,Evidence/Provenance/Hygiene,PASS/FAIL/미검증 상태 분리 — 동시성·다중인스턴스·보안를 검증한다.,"PASS/FAIL/미검증 상태 분리: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0934; B=재확인 필요
935,CPF-RV-0935,P0,Evidence/Provenance/Hygiene,PASS/FAIL/미검증 상태 분리 — Runtime·Evidence·회귀를 검증한다.,PASS/FAIL/미검증 상태 분리: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,FAIL,미검증,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0935; B=미검증
936,CPF-RV-0936,P0,Evidence/Provenance/Hygiene,Change Manifest와 실제 Source diff 정합 — 구현·Ownership·Consumer를 검증한다.,Change Manifest와 실제 Source diff 정합: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0936; B=재확인 필요
